成都,我想听成都
远走,想听远走高飞
彩云之南,我想听彩云之南
雨花石,我想听雨花石
远走,我想听远走高飞
走着走着就散了,我想听走着走着就散了
梨花又开放,我想听梨花又开放
想起,我想听想起
最熟悉的陌生人,我想听最熟悉的陌生人
相思,我想听一起相思唱不完
喜欢你,我想听听听喜欢你
卓玛的歌,我想听降央卓玛的歌
可能,你不去可能我想听韩红的歌曲
夫妻双双把家还,我想听夫妻双双把家还
你可知道,我想听你可知道这个怎么用啊
思念,我想听思念无期
容易受伤的女人,我想听容易受伤的女人
梅花引,我想唱梅花引
为了谁,我想听为了谁
天空之城,我想听天空之城之城
去吧,放一下去吧
西海情歌,我想听西海情歌
西海情歌,我想听西海情歌
西海情歌,我想听西海情歌嗯嗯
三,我要听星期三
夏天,来一首一个像夏天
小苹果,我要听小苹果
梦里水乡,我想听音乐梦里水乡
梦里水乡,我想听音乐梦里水乡
你到底有没有爱过我,我想听你到底有没有爱过我
吻得太逼真,我想听吻得太逼真
爱是,我想听爱是这座坟
说谎,我要听说谎
远走,我想听远走高飞
亲爱的,我要听亲爱的
亲爱的,我要听亲爱的我们究竟怎么了
天边,我想听天边
好人,我要听找个好人家嫁了吧
父亲,我要听云的父亲草原母亲的河
父亲的草原母亲的河,我要听父亲的草原母亲的河
父亲的草原母亲的河,我要听父亲的草原母亲的河
勇敢,播放变得勇敢
走天涯,我要听歌曲走天涯
朋友,来我的朋友阿牛
卓依婷,我想听歌曲卓依婷的童年
你就是,你嗯啊嗯啊你就是个恶心啊刘诗诗演的恩
想起,我想听就不要想起我
拥抱你,我想听拥抱你离去
虹之间,我想听虹之间
卓玛的卓玛,我想听降央卓玛的卓玛
卓玛的卓玛,降央卓玛的卓玛
社会摇,我想听社会摇
社会摇,我想听社会摇
彩虹,彩虹下班我要听李玉刚的歌
如果这就是爱情,我想听如果这就是爱情
这就是爱情,我想听这就是爱情
这就是爱情,我想听这就是爱情
回忆,我要听回忆是朕的男人是这样的
回忆,我要听回忆是真的
百年孤寂,我要听百年孤寂
好兄弟,想听一生好兄弟
远走,我想听远走高飞
她说,你以为你他妈不是来一首她说话她一直都在
为什么,播放为什么
最后一页,我要听最后一页
不要不要,不要不要勒恩马艺航唱的小白请告诉我
远走,嗯嗯我想听远走高飞
走天涯,我想听歌曲走天涯
远走,我想听远走高飞
亲人,我想听歌曲亲人
亲人,我想听歌曲亲人
亲人,我想听歌曲亲人
伤不起,我想听伤不起
卓玛的歌,我想听降央卓玛的歌
鸽子,放鸽子
位置,应用位置屠洪刚歌曲
等你等了那么久,我想听等你等了那么久
小小新娘花,我想听音乐小小新娘花
初见爱已晚,我想听初见爱已晚
完美,我想听完美
小苹果,我想听小苹果
成都,我要听成都
